College Code,College Name,Course Name,Category,Cut-Off Rank
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,1G,7516
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,2AG,6634
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,2AR,7574
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,2BG,11136
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,3AG,5191
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,3BG,4788
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,GM,4628
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,GMK,9379
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,GMR,5784
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,SCG,26335
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,SCK,41199
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,SCR,33087
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,STG,17943
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ARTIFICIALINTELLIGENCE ANDDATA SCIENCE,STR,23537
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,1G,70257
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,1R,89409
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,2AG,63957
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,2AK,94508
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,2AR,76553.5
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,2BG,69408
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,2BR,69924
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,3AG,52560
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,3BG,54863
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,3BK,76685.5
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,3BR,58132.5
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,GM,45486
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,GMK,49643
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,GMR,56287
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,SCG,68785
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,SCK,86993
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,SCR,91450
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,STG,83075
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",CIVILENGINEERING,STR,87761
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,1G,6560.5
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,1K,9347
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,1R,7462
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,2AG,5714
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,2AK,7871
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,2AR,5978
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,2BG,8937
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,3AG,4061
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,3AR,5264
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,3BG,4329
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,3BR,5273.5
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,GM,3473
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,GMK,4239
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,GMR,5010
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,SCG,21248
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,SCK,29894
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,SCR,24589
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,STG,16132
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",COMPUTERSCIENCE ANDENGINEERING,STR,17552
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,1G,21811
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,1R,30612
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,2AG,22042.5
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,2AK,29635
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,2AR,31445
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,2BG,28586
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,3AG,18870
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,3AK,35779
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,3AR,23276
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,3BG,19267
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,3BR,23633
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,GM,13703
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,GMK,22918
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,GMR,23214
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,SCG,55146
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,SCK,57559
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,SCR,60637
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,STG,57867
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRICAL &ELECTRONICSENGINEERING,STR,59535
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,1G,10346
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,2AG,9710
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,2AK,11865
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,2AR,10539
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,2BG,17880
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,2BR,22894
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,3AG,7313
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,3AR,10000
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,3BG,7588
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,3BR,8883
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,GM,5418
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,GMK,11324
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,GMR,8782
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,SCG,35273
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,SCK,35408
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,SCR,46784
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,STG,36359
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,STK,36428
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",ELECTRONICS ANDCOMMUNICATIONENGG,STR,36504
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,1G,7596
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,2AG,7224
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,2AR,8169
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,2BG,13063
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,2BK,40080
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,2BR,13090
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,3AG,4832
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,3BG,5030.5
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,GM,4625.5
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,GMK,10867
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,GMR,5867
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,SCG,29415
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,SCR,33279
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,STG,26057
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",INFORMATIONSCIENCE ANDENGINEERING,STR,31963
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,1G,54331
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,1R,64274
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,2AG,53770
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,2AK,55464
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,2AR,59670
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,2BG,75437
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,2BR,107428
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,3AG,38626
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,3AR,51048
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,3BG,44587
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,3BK,58110
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,3BR,49821
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,GM,32642
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,GMK,51206
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,GMR,49783
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,SCG,98210
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,SCK,122776
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,SCR,121962
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,STG,99846
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,STK,100877
E001,"Univesity of Visvesvaraya College of Engineering (A State Autonomous Public University on IIT Model) K R Circle, Bangalore",MECHANICALENGINEERING,STR,99900
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,1G,86595
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,2AG,86200
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,2AK,94879
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,2AR,88846
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,2BG,79933
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,3AG,82091.5
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,3BG,79041
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,3BR,81900
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,GM,72936
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,GMK,78142
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,GMR,79802
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,SCG,92847
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,SCK,98630
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,SCR,132474
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,STG,89550
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",CIVILENGINEERING,STR,102301
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,1G,17441
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,2AG,17931
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,2AR,19245.75
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,2BG,24262.5
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,2BR,41253
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,3AG,15989
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,3AR,19663
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,3BG,15139
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,3BR,17458
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,GM,14802.5
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,GMK,16876
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,GMR,16749
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,SCG,36382
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,SCR,38364
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,STG,35798
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",COMPUTERSCIENCE ANDENGINEERING,STK,42283
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS ANDCOMMUNICATIONENGG,1G,29634
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS ANDCOMMUNICATIONENGG,1R,29702
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS ANDCOMMUNICATIONENGG,2AG,30633
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS ANDCOMMUNICATIONENGG,2AR,31439
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS ANDCOMMUNICATIONENGG,2BG,41566
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS ANDCOMMUNICATIONENGG,3AG,23573.5
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS ANDCOMMUNICATIONENGG,3BG,26570
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS ANDCOMMUNICATIONENGG,3BK,29962
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS ANDCOMMUNICATIONENGG,GM,23532
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS ANDCOMMUNICATIONENGG,GMK,27171.5
E002,"Govt.S K S J T Institute of Engineering, Bangalore AMBEDKAR VEEDHI, K.R. CIRCLE, BANGALORE-01",ELECTRONICS ANDCOMMUNICATIONENGG,GMR,27044
